participant,scaling,d,grating_freq,direction
202,60,4.0534252468063965,10,decrement
202,80,2.401562476898112,10,decrement
202,120,2.62901953918831,10,increment
202,140,2.62901953918831,10,increment
202,160,2.0513582300477498,10,increment
203,40,3.2815331641603094,10,decrement
203,60,1.6296703942520248,10,decrement
203,80,1.0520090851114647,10,decrement
203,120,0.9823592893235238,10,increment
203,140,3.7117689808780123,10,increment
203,160,1.4822449018291677,10,increment
204,40,3.9378432123607094,10,decrement
204,60,3.9378432123607094,10,decrement
204,80,0.6307722116656606,10,decrement
204,120,-1.1647244843780604,10,increment
204,140,1.564685207176426,10,increment
204,160,1.564685207176426,10,increment
205,40,4.120082685883588,10,decrement
205,60,2.468219915975304,10,decrement
205,80,0.81301168518854,10,decrement
205,120,0.0,10,increment
205,140,1.6518627699082824,10,increment
205,160,2.2295240790488426,10,increment
206,40,4.9589337706033305,10,decrement
206,60,3.3070710006950463,10,decrement
206,80,0.0,10,decrement
206,120,0.0,10,increment
206,140,2.2295240790488426,10,increment
206,160,2.729409691554486,10,increment
207,40,3.839003500005942,10,decrement
207,60,3.839003500005942,10,decrement
207,80,1.1095938084514534,10,decrement
207,120,1.7796528105996556,10,increment
207,140,4.509062502154144,10,increment
207,160,2.8571997322458595,10,increment
208,40,3.568099814678555,10,decrement
208,60,1.9162370447702703,10,decrement
208,80,0.2610288139835063,10,decrement
208,120,1.9504677749572104,10,increment
208,140,3.0280146966034143,10,increment
208,160,4.679877466511699,10,increment
209,40,3.0280146966034143,10,decrement
209,60,3.0280146966034143,10,decrement
209,80,1.9504677749572104,10,decrement
209,120,1.0755721899737645,10,increment
209,140,1.6532334991143245,10,increment
209,160,1.6532334991143245,10,increment
210,40,3.993107717348061,10,decrement
210,60,1.2636980257935728,10,decrement
210,80,1.2636980257935728,10,decrement
210,120,-1.0210905582426217,10,increment
210,140,1.2084335208062207,10,increment
210,160,1.7083191333118646,10,increment
211,40,1.7083191333118646,10,decrement
211,60,0.6307722116656606,10,decrement
211,80,0.6307722116656606,10,decrement
211,120,0.7463542461113478,10,increment
211,140,2.401562476898112,10,increment
211,160,0.7463542461113478,10,increment
212,40,4.679877466511699,10,decrement
212,60,4.679877466511699,10,decrement
212,80,-0.27905630409163207,10,decrement
212,120,0.7463542461113478,10,increment
212,140,1.324015555251908,10,increment
212,160,1.8239011677575518,10,increment
213,40,4.679877466511699,10,decrement
213,60,4.679877466511699,10,decrement
213,80,-0.27905630409163207,10,decrement
213,120,1.6532334991143245,10,increment
213,140,1.0755721899737645,10,increment
213,160,2.153119111619968,10,increment
214,40,3.0280146966034143,10,decrement
214,60,1.9504677749572104,10,decrement
214,80,-0.27905630409163207,10,decrement
214,120,1.6532334991143245,10,increment
214,140,2.7307804207605284,10,increment
214,160,4.382643190668813,10,increment
215,40,4.679877466511699,10,decrement
215,60,4.679877466511699,10,decrement
215,80,1.3728064658166503,10,decrement
215,120,1.3906729943291,10,increment
215,140,1.890558606834744,10,increment
215,160,4.120082685883588,10,increment
216,40,4.679877466511699,10,decrement
216,60,3.0280146966034143,10,decrement
216,80,1.9504677749572104,10,decrement
216,120,1.0755721899737645,10,increment
216,140,2.153119111619968,10,increment
216,160,2.7307804207605284,10,increment
217,40,4.679877466511699,10,decrement
217,60,3.0280146966034143,10,decrement
217,80,-0.27905630409163207,10,decrement
217,120,0.0,10,increment
217,140,3.3070710006950463,10,increment
217,160,4.9589337706033305,10,increment
218,40,4.679877466511699,10,decrement
218,60,1.3728064658166503,10,decrement
218,80,-0.27905630409163207,10,decrement
218,120,0.9738113084015457,10,increment
218,140,1.5514726175421059,10,increment
218,160,1.5514726175421059,10,increment
219,40,1.7796528105996556,10,decrement
219,60,1.7796528105996556,10,decrement
219,80,-0.4498712684491868,10,decrement
219,120,1.3728064658166503,10,increment
219,140,1.9504677749572104,10,increment
219,160,1.3728064658166503,10,increment
220,40,0.9075378855428242,10,decrement
220,60,0.9075378855428242,10,decrement
220,80,0.3298765764022641,10,decrement
220,120,-1.3570751252812498,10,increment
220,140,1.3723345662732365,10,increment
220,160,0.29478764462703244,10,increment
221,40,4.9589337706033305,10,decrement
221,60,3.3070710006950463,10,decrement
221,80,1.6518627699082824,10,decrement
221,120,0.0,10,increment
221,140,4.9589337706033305,10,increment
221,160,4.9589337706033305,10,increment
222,40,4.9589337706033305,10,decrement
222,60,3.3070710006950463,10,decrement
222,80,2.729409691554486,10,decrement
222,120,1.5514726175421059,10,increment
222,140,2.62901953918831,10,increment
222,160,4.280882309096595,10,increment
223,40,4.9589337706033305,10,decrement
223,60,4.9589337706033305,10,decrement
223,80,2.2295240790488426,10,decrement
223,120,1.6518627699082824,10,increment
223,140,2.729409691554486,10,increment
223,160,4.9589337706033305,10,increment
224,40,4.679877466511699,10,decrement
224,60,1.9504677749572104,10,decrement
224,80,1.3728064658166503,10,decrement
224,120,1.6518627699082824,10,increment
224,140,0.0,10,increment
224,160,4.9589337706033305,10,increment
225,40,4.382643190668813,10,decrement
225,60,4.382643190668813,10,decrement
225,80,1.6532334991143245,10,decrement
225,120,1.6518627699082824,10,increment
225,140,2.2295240790488426,10,increment
225,160,4.9589337706033305,10,increment
226,40,4.382643190668813,10,decrement
226,60,4.382643190668813,10,decrement
226,80,1.6532334991143245,10,decrement
226,120,1.7796528105996556,10,increment
226,140,4.509062502154144,10,increment
226,160,2.2795384231052993,10,increment
227,40,4.382643190668813,10,decrement
227,60,4.382643190668813,10,decrement
227,80,-0.5762905799345179,10,decrement
227,120,1.6518627699082824,10,increment
227,140,2.729409691554486,10,increment
227,160,2.729409691554486,10,increment
228,40,4.9589337706033305,10,decrement
228,60,4.9589337706033305,10,decrement
228,80,2.2295240790488426,10,decrement
228,120,2.2295240790488426,10,increment
228,140,4.9589337706033305,10,increment
228,160,4.9589337706033305,10,increment
229,40,3.993107717348061,10,decrement
229,60,3.993107717348061,10,decrement
229,80,0.6860367166530127,10,decrement
229,120,1.3906729943291,10,increment
229,140,1.890558606834744,10,increment
229,160,4.120082685883588,10,increment
230,40,4.679877466511699,10,decrement
230,60,3.0280146966034143,10,decrement
230,80,1.3728064658166503,10,decrement
230,120,-0.27905630409163207,10,increment
230,140,2.450353387462854,10,increment
230,160,3.0280146966034143,10,increment
232,40,4.382643190668813,10,decrement
232,60,2.7307804207605284,10,decrement
232,80,2.153119111619968,10,decrement
232,120,0.0,10,increment
232,140,2.729409691554486,10,increment
232,160,3.3070710006950463,10,increment
233,40,4.280882309096595,10,decrement
233,60,2.62901953918831,10,decrement
233,80,0.9738113084015457,10,decrement
233,120,1.6518627699082824,10,increment
233,140,4.9589337706033305,10,increment
233,160,4.9589337706033305,10,increment
234,40,1.6532334991143245,10,decrement
234,60,-0.5762905799345179,10,decrement
234,80,-0.5762905799345179,10,decrement
234,120,1.2019915014590956,10,increment
234,140,-0.4498712684491868,10,increment
234,160,1.2019915014590956,10,increment
235,40,3.601858645322081,10,decrement
235,60,3.601858645322081,10,decrement
235,80,1.9499958754137965,10,decrement
235,120,3.7942092862252705,10,increment
235,140,1.564685207176426,10,increment
235,160,3.7942092862252705,10,increment
236,40,4.679877466511699,10,decrement
236,60,4.679877466511699,10,decrement
236,80,-0.27905630409163207,10,decrement
236,120,1.6518627699082824,10,increment
236,140,2.2295240790488426,10,increment
236,160,4.9589337706033305,10,increment
237,40,4.9589337706033305,10,decrement
237,60,2.729409691554486,10,decrement
237,80,0.0,10,decrement
237,120,1.9504677749572104,10,increment
237,140,2.450353387462854,10,increment
237,160,4.679877466511699,10,increment
238,40,4.382643190668813,10,decrement
238,60,2.7307804207605284,10,decrement
238,80,-0.5762905799345179,10,decrement
238,120,2.2795384231052993,10,increment
238,140,1.7796528105996556,10,increment
238,160,2.8571997322458595,10,increment
239,40,4.679877466511699,10,decrement
239,60,4.679877466511699,10,decrement
239,80,1.3728064658166503,10,decrement
239,120,-0.27905630409163207,10,increment
239,140,3.0280146966034143,10,increment
239,160,4.679877466511699,10,increment
240,40,2.543083838112931,10,decrement
240,60,2.543083838112931,10,decrement
240,80,1.4655369164667267,10,decrement
240,120,1.0755721899737645,10,increment
240,140,2.7307804207605284,10,increment
240,160,2.7307804207605284,10,increment
241,40,4.120082685883588,10,decrement
241,60,4.120082685883588,10,decrement
241,80,1.3906729943291,10,decrement
241,120,0.0,10,increment
241,140,2.2295240790488426,10,increment
241,160,4.9589337706033305,10,increment
201,40,4.509062502154144,20,decrement
201,60,4.509062502154144,20,decrement
201,80,2.8571997322458595,20,decrement
201,120,2.2295240790488426,20,increment
201,140,4.9589337706033305,20,increment
201,160,4.9589337706033305,20,increment
202,40,3.8867052291883413,20,decrement
202,60,3.8867052291883413,20,decrement
202,80,1.6571811501394969,20,decrement
202,120,1.1095938084514534,20,increment
202,140,2.1871407300976573,20,increment
202,160,1.6094794209570973,20,increment
203,40,3.9378432123607094,20,decrement
203,60,3.9378432123607094,20,decrement
203,80,0.6307722116656606,20,decrement
203,120,2.1000453974744504,20,increment
203,140,1.5223840883338904,20,increment
203,160,2.1000453974744504,20,increment
204,40,4.0534252468063965,20,decrement
204,60,1.8239011677575518,20,decrement
204,80,1.8239011677575518,20,decrement
204,120,1.2636980257935728,20,increment
204,140,1.2636980257935728,20,increment
204,160,3.993107717348061,20,increment
205,40,4.509062502154144,20,decrement
205,60,2.2795384231052993,20,decrement
205,80,1.2019915014590956,20,decrement
205,120,-0.27905630409163207,20,increment
205,140,1.3728064658166503,20,increment
205,160,3.0280146966034143,20,increment
206,40,4.9589337706033305,20,decrement
206,60,2.729409691554486,20,decrement
206,80,1.6518627699082824,20,decrement
206,120,0.0,20,increment
206,140,2.729409691554486,20,increment
206,160,3.3070710006950463,20,increment
207,40,4.679877466511699,20,decrement
207,60,3.0280146966034143,20,decrement
207,80,-0.27905630409163207,20,decrement
207,120,0.81301168518854,20,increment
207,140,-0.8388510847197423,20,increment
207,160,2.468219915975304,20,increment
208,40,3.993107717348061,20,decrement
208,60,3.993107717348061,20,decrement
208,80,1.2636980257935728,20,decrement
208,120,1.3728064658166503,20,increment
208,140,3.0280146966034143,20,increment
208,160,4.679877466511699,20,increment
209,40,4.509062502154144,20,decrement
209,60,1.2019915014590956,20,decrement
209,80,-0.4498712684491868,20,decrement
209,120,3.0280146966034143,20,increment
209,140,1.9504677749572104,20,increment
209,160,1.9504677749572104,20,increment
210,40,3.535538117092469,20,decrement
210,60,3.535538117092469,20,decrement
210,80,3.535538117092469,20,decrement
210,120,1.8521965079334803,20,increment
210,140,0.1969882771467163,20,increment
210,160,3.504059277841765,20,increment
211,40,3.3070710006950463,20,decrement
211,60,1.6518627699082824,20,decrement
211,80,1.6518627699082824,20,decrement
211,120,-0.8388510847197423,20,increment
211,140,0.81301168518854,20,increment
211,160,0.81301168518854,20,increment
212,40,4.9589337706033305,20,decrement
212,60,3.3070710006950463,20,decrement
212,80,1.6518627699082824,20,decrement
212,120,2.543083838112931,20,increment
212,140,1.9654225289723706,20,increment
212,160,1.9654225289723706,20,increment
213,40,4.679877466511699,20,decrement
213,60,3.0280146966034143,20,decrement
213,80,-0.27905630409163207,20,decrement
213,120,0.9738113084015457,20,increment
213,140,2.0513582300477498,20,increment
213,160,4.280882309096595,20,increment
214,40,2.543083838112931,20,decrement
214,60,2.543083838112931,20,decrement
214,80,1.4655369164667267,20,decrement
214,120,0.48713828553022187,20,increment
214,140,2.142346516316986,20,increment
214,160,3.7942092862252705,20,increment
215,40,4.9589337706033305,20,decrement
215,60,3.3070710006950463,20,decrement
215,80,0.0,20,decrement
215,120,-0.27905630409163207,20,increment
215,140,2.450353387462854,20,increment
215,160,4.679877466511699,20,increment
216,40,3.0280146966034143,20,decrement
216,60,3.0280146966034143,20,decrement
216,80,-0.27905630409163207,20,decrement
216,120,0.0,20,increment
216,140,2.2295240790488426,20,increment
216,160,1.6518627699082824,20,increment
217,40,4.9589337706033305,20,decrement
217,60,4.9589337706033305,20,decrement
217,80,2.729409691554486,20,decrement
217,120,2.2295240790488426,20,increment
217,140,3.3070710006950463,20,increment
217,160,4.9589337706033305,20,increment
218,40,2.62901953918831,20,decrement
218,60,2.0513582300477498,20,decrement
218,80,0.9738113084015457,20,decrement
218,120,1.9654225289723706,20,increment
218,140,0.8878756073261665,20,increment
218,160,1.9654225289723706,20,increment
219,40,2.450353387462854,20,decrement
219,60,1.3728064658166503,20,decrement
219,80,-0.27905630409163207,20,decrement
219,120,-0.27905630409163207,20,increment
219,140,3.0280146966034143,20,increment
219,160,2.450353387462854,20,increment
220,40,2.543083838112931,20,decrement
220,60,1.9654225289723706,20,decrement
220,80,2.543083838112931,20,decrement
220,120,0.5796342284932928,20,increment
220,140,0.5796342284932928,20,increment
220,160,-1.0722285414149895,20,increment
221,40,4.509062502154144,20,decrement
221,60,4.509062502154144,20,decrement
221,80,2.2795384231052993,20,decrement
221,120,2.2295240790488426,20,increment
221,140,3.3070710006950463,20,increment
221,160,4.9589337706033305,20,increment
222,40,4.679877466511699,20,decrement
222,60,3.0280146966034143,20,decrement
222,80,1.3728064658166503,20,decrement
222,120,-0.8388510847197423,20,increment
222,140,2.468219915975304,20,increment
222,160,2.468219915975304,20,increment
223,40,4.679877466511699,20,decrement
223,60,4.679877466511699,20,decrement
223,80,1.3728064658166503,20,decrement
223,120,1.6518627699082824,20,increment
223,140,2.2295240790488426,20,increment
223,160,2.729409691554486,20,increment
224,40,4.679877466511699,20,decrement
224,60,4.679877466511699,20,decrement
224,80,-0.27905630409163207,20,decrement
224,120,1.6518627699082824,20,increment
224,140,2.2295240790488426,20,increment
224,160,3.3070710006950463,20,increment
225,40,4.679877466511699,20,decrement
225,60,2.450353387462854,20,decrement
225,80,1.9504677749572104,20,decrement
225,120,-0.27905630409163207,20,increment
225,140,2.450353387462854,20,increment
225,160,3.0280146966034143,20,increment
226,40,4.194946608021215,20,decrement
226,60,4.194946608021215,20,decrement
226,80,2.543083838112931,20,decrement
226,120,1.2019915014590956,20,increment
226,140,2.2795384231052993,20,increment
226,160,4.509062502154144,20,increment
227,40,4.0534252468063965,20,decrement
227,60,4.0534252468063965,20,decrement
227,80,1.8239011677575518,20,decrement
227,120,2.7307804207605284,20,increment
227,140,4.382643190668813,20,increment
227,160,4.382643190668813,20,increment
228,40,4.679877466511699,20,decrement
228,60,4.679877466511699,20,decrement
228,80,-0.27905630409163207,20,decrement
228,120,1.6518627699082824,20,increment
228,140,2.729409691554486,20,increment
228,160,4.9589337706033305,20,increment
229,40,4.382643190668813,20,decrement
229,60,2.7307804207605284,20,decrement
229,80,1.6532334991143245,20,decrement
229,120,2.142346516316986,20,increment
229,140,3.7942092862252705,20,increment
229,160,2.142346516316986,20,increment
230,40,4.679877466511699,20,decrement
230,60,3.0280146966034143,20,decrement
230,80,-0.27905630409163207,20,decrement
230,120,2.2295240790488426,20,increment
230,140,3.3070710006950463,20,increment
230,160,4.9589337706033305,20,increment
232,40,4.9589337706033305,20,decrement
232,60,4.9589337706033305,20,decrement
232,80,2.2295240790488426,20,decrement
232,120,2.2295240790488426,20,increment
232,140,4.9589337706033305,20,increment
232,160,4.9589337706033305,20,increment
233,40,4.0534252468063965,20,decrement
233,60,4.0534252468063965,20,decrement
233,80,2.401562476898112,20,decrement
233,120,2.401562476898112,20,increment
233,140,4.0534252468063965,20,increment
233,160,4.0534252468063965,20,increment
234,40,2.153119111619968,20,decrement
234,60,1.6532334991143245,20,decrement
234,80,1.0755721899737645,20,decrement
234,120,1.0755721899737645,20,increment
234,140,1.6532334991143245,20,increment
234,160,1.0755721899737645,20,increment
235,40,2.0216599181115873,20,decrement
235,60,0.36645168732482303,20,decrement
235,80,0.36645168732482303,20,decrement
235,120,1.3060140380436245,20,increment
235,140,0.8061284255379806,20,increment
235,160,1.3060140380436245,20,increment
236,40,4.679877466511699,20,decrement
236,60,4.679877466511699,20,decrement
236,80,-0.27905630409163207,20,decrement
236,120,1.9504677749572104,20,increment
236,140,4.679877466511699,20,increment
236,160,3.0280146966034143,20,increment
237,40,4.9589337706033305,20,decrement
237,60,1.6518627699082824,20,decrement
237,80,0.0,20,decrement
237,120,1.6532334991143245,20,increment
237,140,4.382643190668813,20,increment
237,160,4.382643190668813,20,increment
238,40,3.3070710006950463,20,decrement
238,60,2.729409691554486,20,decrement
238,80,2.2295240790488426,20,decrement
238,120,1.4655369164667267,20,increment
238,140,0.8878756073261665,20,increment
238,160,2.543083838112931,20,increment
239,40,2.450353387462854,20,decrement
239,60,1.9504677749572104,20,decrement
239,80,-0.27905630409163207,20,decrement
239,120,-0.27905630409163207,20,increment
239,140,1.9504677749572104,20,increment
239,160,2.450353387462854,20,increment
240,40,4.194946608021215,20,decrement
240,60,1.4655369164667267,20,decrement
240,80,0.8878756073261665,20,decrement
240,120,1.9504677749572104,20,increment
240,140,2.450353387462854,20,increment
240,160,4.679877466511699,20,increment
241,40,4.509062502154144,20,decrement
241,60,4.509062502154144,20,decrement
241,80,-0.4498712684491868,20,decrement
241,120,1.5514726175421059,20,increment
241,140,4.280882309096595,20,increment
241,160,4.280882309096595,20,increment
